,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardianx,traveltimex,studytimex,failuresx,schoolsupx,famsup.x,paidmat,activitiesx,higherx,romantic.x,famrelx,freetimex,gooutx,Dalcx,Walcx,healthx,absencesx,G3x,failuresy,paidport,freetime.y,absencesy,G3y
162,GP,F,18,U,GT3,T,4,3,other,other,reputation,yes,yes,father,1,4,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,0,14,0,no,3,0,17
163,GP,F,18,U,GT3,T,4,3,services,other,home,yes,yes,father,1,2,0,no,yes,yes,no,yes,yes,3,1,2,1,3,2,21,18,0,no,1,2,15
164,GP,F,18,U,GT3,T,4,4,health,health,reputation,yes,yes,father,1,2,1,yes,yes,no,yes,yes,yes,2,4,4,1,1,4,15,8,1,no,4,2,13
165,GP,F,18,U,GT3,T,4,4,teacher,other,course,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,4,4,3,3,5,2,11,0,no,4,0,13
166,GP,F,18,U,LE3,A,4,4,health,other,home,yes,yes,mother,1,2,0,no,yes,no,no,yes,yes,4,2,4,1,1,4,14,11,0,yes,2,0,15
167,GP,F,18,U,LE3,T,1,1,other,other,home,no,no,mother,2,2,0,no,yes,yes,no,yes,no,4,4,3,1,1,3,2,11,0,no,4,2,13
168,GP,F,18,U,LE3,T,2,2,other,other,home,no,yes,other,1,2,0,no,no,no,yes,yes,yes,4,3,3,1,1,2,0,0,0,no,3,0,12
169,GP,F,18,U,LE3,T,3,3,services,services,home,yes,yes,mother,1,4,0,no,yes,no,no,yes,no,5,3,3,1,1,1,7,17,0,no,3,4,15
170,GP,F,18,U,LE3,T,4,3,other,other,home,yes,yes,other,2,2,0,no,yes,yes,no,yes,yes,4,4,5,1,2,2,10,8,0,no,4,0,14
171,GP,F,19,U,GT3,T,0,1,at_home,other,course,no,no,other,1,2,3,no,yes,no,no,no,no,3,4,2,1,1,5,2,9,2,no,4,0,11
172,GP,F,19,U,GT3,T,3,3,other,other,reputation,yes,yes,other,1,4,0,no,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,0,no,3,4,12
173,GP,F,19,U,GT3,T,3,3,other,services,home,yes,yes,other,1,2,2,no,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,0,no,3,16,12
174,GP,F,19,U,GT3,T,4,4,health,other,reputation,yes,yes,other,2,2,0,no,yes,yes,yes,yes,no,2,3,4,2,3,2,0,0,0,no,3,2,13
175,GP,M,15,R,GT3,T,2,1,health,services,reputation,yes,yes,mother,1,2,0,no,no,no,yes,yes,yes,5,4,2,1,1,5,8,9,0,no,4,4,10
176,GP,M,15,R,GT3,T,2,3,at_home,services,course,yes,no,mother,1,2,0,yes,no,yes,yes,yes,no,4,4,4,1,1,1,2,8,0,yes,4,0,8
177,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,yes,no,mother,4,2,0,no,yes,no,no,yes,yes,5,3,3,1,1,5,0,0,0,no,3,2,11
178,GP,M,15,R,GT3,T,4,3,teacher,at_home,course,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,4,5,2,1,1,5,0,16,0,no,5,0,15
179,GP,M,15,R,GT3,T,4,4,other,other,home,yes,yes,father,4,4,0,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,13,0,no,3,8,11
180,GP,M,15,U,GT3,A,2,2,other,other,home,yes,yes,other,1,3,0,no,yes,no,no,yes,yes,4,5,2,1,1,3,0,16,0,no,5,0,15
181,GP,M,15,U,GT3,A,3,4,services,other,course,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,18,0,no,4,0,16
182,GP,M,15,U,GT3,A,4,4,other,services,reputation,no,yes,mother,1,4,0,no,yes,no,yes,yes,yes,1,3,3,5,5,3,4,12,0,no,3,0,12
183,GP,M,15,U,GT3,T,2,2,other,other,home,yes,yes,mother,1,1,0,no,yes,yes,no,yes,no,4,2,2,1,2,5,2,11,0,no,2,8,12
184,GP,M,15,U,GT3,T,2,2,services,services,course,yes,yes,father,1,1,0,yes,yes,no,no,yes,no,5,4,1,1,1,1,0,11,0,no,4,0,10
185,GP,M,15,U,GT3,T,2,2,services,services,home,yes,yes,father,1,4,0,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,15,0,no,5,6,13
186,GP,M,15,U,GT3,T,2,3,other,other,home,no,yes,mother,1,3,0,yes,no,yes,no,yes,no,5,3,2,1,2,5,4,11,0,no,3,2,9
187,GP,M,15,U,GT3,T,2,3,other,services,course,no,yes,father,1,1,0,yes,yes,yes,yes,yes,yes,3,2,2,1,3,3,2,12,0,no,2,0,12
188,GP,M,15,U,GT3,T,3,4,other,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,15,0,no,5,0,13
189,GP,M,15,U,GT3,T,3,4,other,other,reputation,yes,yes,father,1,1,0,no,no,no,no,yes,no,3,4,3,1,2,4,6,13,0,no,4,2,14
190,GP,M,15,U,GT3,T,3,4,services,services,home,yes,yes,father,1,1,0,yes,no,no,no,yes,no,5,5,5,3,2,5,0,12,0,no,5,2,9
191,GP,M,15,U,GT3,T,4,0,teacher,other,course,yes,yes,mother,2,4,0,no,no,no,yes,yes,no,3,4,3,1,1,1,8,10,0,no,4,0,11
192,GP,M,15,U,GT3,T,4,2,health,services,other,yes,yes,mother,1,1,0,no,no,yes,no,yes,no,2,2,4,2,4,1,4,15,0,no,2,0,11
193,GP,M,15,U,GT3,T,4,2,other,other,course,yes,yes,mother,1,4,0,no,no,no,no,yes,no,3,3,3,1,1,3,0,10,0,no,3,0,10
194,GP,M,15,U,GT3,T,4,2,teacher,other,home,yes,no,mother,1,2,0,no,yes,yes,no,yes,no,4,3,3,2,2,5,2,14,0,no,3,4,13
195,GP,M,15,U,GT3,T,4,3,teacher,other,course,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,5,4,3,1,2,3,2,11,0,no,4,0,13
196,GP,M,15,U,GT3,T,4,3,teacher,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,4,3,3,2,3,5,6,10,0,no,3,0,11
197,GP,M,15,U,GT3,T,4,3,teacher,other,reputation,yes,yes,mother,1,2,0,no,no,no,no,yes,no,4,4,1,1,1,1,0,15,0,no,4,0,14
198,GP,M,15,U,GT3,T,4,3,teacher,services,course,yes,yes,father,2,4,0,yes,yes,no,no,yes,no,2,2,2,1,1,3,0,0,0,no,2,6,11
199,GP,M,15,U,GT3,T,4,4,health,health,other,yes,yes,father,1,1,0,no,yes,yes,no,yes,no,5,4,2,1,1,5,0,15,0,yes,4,0,12
200,GP,M,15,U,GT3,T,4,4,health,services,home,no,yes,mother,1,2,0,no,yes,yes,no,yes,no,5,4,2,3,4,5,0,12,0,yes,4,0,11
201,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,yes,no,father,2,2,0,no,yes,no,yes,yes,no,4,4,3,1,1,2,2,14,0,no,4,4,16
202,GP,M,15,U,GT3,T,4,4,services,other,course,no,yes,mother,1,1,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,14,0,yes,3,2,12
203,GP,M,15,U,GT3,T,4,4,services,services,reputation,yes,yes,mother,2,2,0,no,yes,no,yes,yes,no,4,3,1,1,1,5,0,17,0,no,3,2,15
204,GP,M,15,U,GT3,T,4,4,services,teacher,course,yes,yes,father,1,2,0,no,yes,no,yes,yes,no,4,3,3,1,1,5,2,18,0,no,3,0,15
205,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,yes,no,mother,1,2,0,no,yes,no,yes,yes,no,3,2,2,1,1,5,4,15,0,no,2,8,16
206,GP,M,15,U,LE3,A,2,1,services,other,course,yes,yes,mother,4,1,3,no,no,no,no,yes,no,4,5,5,2,5,5,0,10,0,no,5,0,11
207,GP,M,15,U,LE3,A,3,2,services,other,home,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,2,2,1,1,1,0,19,0,no,2,0,17
208,GP,M,15,U,LE3,A,4,2,health,health,other,yes,no,father,2,1,1,no,no,no,no,yes,no,5,5,5,3,4,5,6,10,0,no,5,4,9
209,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,5,5,3,1,1,4,6,19,0,no,5,4,14
210,GP,M,15,U,LE3,T,1,2,other,at_home,home,yes,yes,father,1,2,0,yes,yes,no,yes,yes,no,4,3,2,1,1,5,2,9,0,no,3,0,14
211,GP,M,15,U,LE3,T,2,2,services,health,reputation,yes,yes,mother,1,4,0,no,yes,no,yes,yes,no,4,3,4,1,1,4,6,14,0,no,3,2,12
212,GP,M,15,U,LE3,T,2,2,services,services,home,yes,yes,mother,2,2,0,no,no,yes,yes,yes,no,5,3,3,1,3,4,4,15,0,yes,3,2,13
213,GP,M,15,U,LE3,T,3,3,other,other,course,no,yes,mother,1,2,0,no,no,no,yes,yes,no,5,3,2,1,1,2,0,12,0,no,3,0,12
214,GP,M,15,U,LE3,T,4,2,teacher,other,course,yes,yes,mother,1,1,0,no,no,no,no,yes,no,3,5,2,1,1,3,10,19,0,no,5,10,18
215,GP,M,15,U,LE3,T,4,3,teacher,services,home,yes,yes,mother,1,3,0,no,yes,no,yes,yes,no,5,4,3,1,1,4,2,18,0,no,4,0,14
216,GP,M,15,U,LE3,T,4,4,health,services,course,yes,yes,father,1,1,0,no,yes,yes,yes,yes,no,4,3,3,1,3,5,2,14,0,no,3,0,12
217,GP,M,15,U,LE3,T,4,4,teacher,other,home,no,yes,other,1,1,0,no,yes,no,no,yes,yes,5,4,3,2,4,5,8,12,0,no,4,8,11
218,GP,M,16,R,GT3,A,4,4,other,teacher,reputation,yes,yes,mother,2,3,0,no,yes,no,yes,yes,yes,2,4,3,1,1,5,7,15,0,no,4,4,13
219,GP,M,16,R,GT3,T,2,1,other,other,course,no,no,mother,2,1,0,no,no,no,yes,yes,no,3,3,2,1,3,3,0,8,0,no,3,2,12
220,GP,M,16,R,GT3,T,2,2,at_home,other,course,no,no,mother,3,1,0,no,no,no,no,yes,no,4,2,2,1,2,3,2,15,0,no,2,4,11
221,GP,M,16,R,GT3,T,3,3,services,services,reputation,yes,yes,mother,1,1,0,no,yes,no,yes,yes,no,4,3,2,3,4,5,8,10,0,no,3,0,10
222,GP,M,16,R,GT3,T,4,2,teacher,services,other,yes,yes,mother,1,1,0,no,yes,no,yes,yes,yes,4,3,3,3,4,3,10,9,0,no,3,8,11
223,GP,M,16,R,GT3,T,4,3,services,other,reputation,no,yes,mother,2,1,0,yes,yes,no,yes,yes,no,3,3,3,1,1,4,2,15,0,yes,3,6,11
224,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,1,1,0,no,no,yes,yes,yes,no,3,5,5,2,5,4,8,18,0,no,5,8,15
225,GP,M,16,R,LE3,T,3,3,teacher,other,home,yes,yes,father,3,1,0,no,yes,yes,yes,yes,no,3,3,4,3,5,3,8,10,0,no,3,16,12
226,GP,M,16,U,GT3,T,0,2,other,other,other,no,yes,mother,1,1,0,no,no,yes,no,yes,no,4,3,2,2,4,5,0,15,0,no,3,0,11
227,GP,M,16,U,GT3,T,1,0,other,other,reputation,yes,yes,mother,2,2,0,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,16,0,no,3,0,18
228,GP,M,16,U,GT3,T,1,2,services,services,other,yes,yes,mother,1,1,0,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,0,no,3,0,11
229,GP,M,16,U,GT3,T,2,1,other,other,course,yes,yes,mother,3,1,0,no,no,no,no,yes,no,4,3,3,1,1,4,6,18,0,no,3,7,16
230,GP,M,16,U,GT3,T,2,2,other,other,course,yes,yes,father,1,2,0,no,no,no,no,no,no,4,3,5,2,4,4,4,10,0,no,3,0,11
231,GP,M,16,U,GT3,T,2,2,services,other,reputation,no,yes,father,2,2,1,no,no,yes,yes,yes,no,4,4,2,1,1,3,12,10,0,no,4,6,11
232,GP,M,16,U,GT3,T,2,3,other,other,home,yes,yes,father,2,1,0,no,no,no,no,yes,no,5,3,3,1,1,3,0,14,0,no,3,0,12
233,GP,M,16,U,GT3,T,3,1,other,other,reputation,yes,no,mother,1,1,0,no,no,no,yes,yes,no,5,3,2,2,2,5,2,14,0,no,3,0,14
234,GP,M,16,U,GT3,T,3,1,other,other,reputation,yes,yes,father,2,4,0,no,yes,yes,no,yes,no,4,3,2,1,1,5,0,15,0,no,3,2,11
235,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,yes,yes,mother,2,3,0,no,no,no,yes,yes,yes,5,3,3,1,3,2,10,10,0,no,3,0,12
236,GP,M,16,U,GT3,T,3,2,other,other,home,no,yes,mother,1,1,0,no,yes,yes,no,yes,no,5,4,3,1,1,5,0,15,0,no,4,4,12
237,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,no,yes,other,3,2,0,yes,yes,no,no,yes,no,5,3,3,1,3,2,6,10,1,no,3,4,10
238,GP,M,16,U,GT3,T,3,3,other,services,course,yes,yes,father,1,2,1,no,yes,yes,no,yes,yes,4,5,5,4,4,5,4,12,1,no,5,0,1
239,GP,M,16,U,GT3,T,3,3,other,services,home,yes,yes,father,2,1,0,no,no,no,yes,yes,no,5,4,2,1,1,5,0,13,0,no,4,6,15
240,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,2,18,0,no,3,4,14
241,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,2,18,0,no,2,0,13
242,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,mother,1,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,3,2,12,0,no,3,4,14
243,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,mother,1,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,3,2,12,0,no,2,0,13
244,GP,M,16,U,GT3,T,3,4,other,other,course,no,yes,father,3,1,2,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,0,1,no,4,4,10
245,GP,M,16,U,GT3,T,4,3,health,services,reputation,yes,yes,mother,1,4,0,no,no,no,yes,yes,no,4,2,2,1,1,2,4,20,0,no,2,2,17
246,GP,M,16,U,GT3,T,4,3,teacher,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,3,4,3,2,3,3,10,8,0,yes,4,4,11
247,GP,M,16,U,GT3,T,4,4,health,other,course,yes,yes,mother,1,1,0,no,yes,no,yes,yes,no,3,4,4,1,4,5,18,13,0,no,4,4,13
248,GP,M,16,U,GT3,T,4,4,health,other,reputation,yes,yes,father,1,2,0,no,yes,yes,yes,yes,no,4,2,4,2,4,1,2,13,0,no,2,0,14
249,GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,5,3,2,1,2,5,0,12,0,yes,3,4,15
250,GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,5,3,2,1,2,5,0,12,0,no,3,0,13
251,GP,M,16,U,GT3,T,4,4,services,services,other,yes,yes,mother,1,1,0,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,5,0,no,5,12,8
252,GP,M,16,U,GT3,T,4,4,services,teacher,other,yes,yes,father,1,3,0,no,yes,no,yes,yes,yes,4,4,3,1,1,4,0,17,0,no,4,0,16
253,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,1,1,0,no,yes,no,no,no,yes,3,3,2,2,1,5,0,0,0,no,4,6,14
254,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,1,1,0,no,yes,no,no,no,yes,3,3,2,2,1,5,0,0,0,no,3,16,8
255,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,father,1,2,0,no,yes,no,yes,yes,no,5,4,4,1,2,5,2,16,0,no,4,6,14
256,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,father,1,2,0,no,yes,no,yes,yes,no,5,4,4,1,2,5,2,16,0,no,3,16,8
257,GP,M,16,U,GT3,T,4,4,teacher,teacher,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,yes,4,4,5,5,5,5,16,11,0,yes,4,4,12
258,GP,M,16,U,LE3,A,3,4,services,other,home,yes,yes,mother,1,2,0,yes,yes,no,yes,yes,no,5,3,3,1,1,5,4,11,0,yes,3,2,13
259,GP,M,16,U,LE3,A,4,4,teacher,health,reputation,yes,no,mother,1,2,0,no,yes,no,no,yes,no,4,1,3,3,5,5,18,7,0,no,1,6,10
260,GP,M,16,U,LE3,T,1,1,other,other,home,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,3,4,2,1,1,5,18,6,0,no,4,2,9
261,GP,M,16,U,LE3,T,1,1,services,other,course,yes,no,mother,1,2,1,no,no,no,no,yes,yes,4,4,4,1,3,5,0,12,2,no,4,0,10
262,GP,M,16,U,LE3,T,2,1,at_home,other,course,yes,no,mother,1,1,1,no,no,no,yes,yes,yes,4,4,4,3,5,5,6,14,1,no,4,6,10
263,GP,M,16,U,LE3,T,2,1,other,other,course,yes,yes,mother,1,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,5,0,15,0,no,2,0,16
264,GP,M,16,U,LE3,T,2,2,other,other,home,yes,yes,mother,1,2,0,no,no,no,no,yes,no,4,4,4,1,1,3,0,11,0,no,4,0,13
265,GP,M,16,U,LE3,T,2,2,other,other,reputation,yes,yes,mother,2,2,0,no,yes,no,yes,yes,no,5,4,4,2,4,5,0,12,0,no,4,2,10
266,GP,M,16,U,LE3,T,2,2,services,services,reputation,yes,yes,father,2,1,2,no,yes,no,yes,yes,no,2,3,3,2,2,2,8,9,0,no,3,4,11
267,GP,M,16,U,LE3,T,4,2,teacher,other,course,yes,yes,mother,1,2,0,no,no,no,yes,yes,no,4,5,1,1,3,5,2,16,0,no,5,0,14
268,GP,M,16,U,LE3,T,4,3,health,other,home,yes,yes,father,1,1,0,no,no,yes,yes,yes,no,3,1,3,1,3,5,4,10,0,no,1,6,12
269,GP,M,16,U,LE3,T,4,3,services,other,reputation,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,4,2,1,2,5,10,15,0,no,4,6,13
270,GP,M,16,U,LE3,T,4,3,teacher,other,course,no,yes,mother,1,1,0,no,no,no,yes,yes,no,5,4,5,1,1,3,0,0,0,no,4,7,15
271,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,no,no,mother,1,2,0,no,yes,yes,yes,yes,yes,3,5,2,2,2,1,2,14,0,no,5,2,18
272,GP,M,17,R,GT3,T,1,2,at_home,other,home,yes,no,mother,1,2,0,no,no,no,no,yes,no,3,1,3,1,5,3,4,10,0,no,1,6,10
273,GP,M,17,R,GT3,T,1,3,other,other,course,yes,yes,father,3,2,1,no,yes,no,yes,yes,no,5,2,4,1,4,5,20,8,1,no,2,14,11
274,GP,M,17,R,GT3,T,2,1,other,other,course,no,yes,mother,1,1,0,no,no,no,no,yes,no,4,4,2,2,4,5,0,12,0,no,4,0,13
275,GP,M,17,R,GT3,T,2,2,other,other,course,yes,yes,father,2,2,0,no,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,0,no,5,0,13
276,GP,M,17,R,GT3,T,2,2,services,other,course,yes,yes,mother,4,1,0,no,yes,no,no,yes,no,4,4,5,5,5,4,8,10,0,no,4,2,10
277,GP,M,17,R,GT3,T,3,4,at_home,other,course,yes,no,mother,3,2,0,no,no,no,no,yes,no,5,4,5,2,4,5,0,0,0,no,4,2,10
278,GP,M,17,R,LE3,A,4,4,teacher,other,course,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,3,3,3,2,3,4,2,12,0,no,3,0,12
279,GP,M,17,R,LE3,T,1,1,other,services,course,yes,no,mother,4,2,3,no,no,no,yes,no,yes,5,3,5,1,5,5,0,7,0,no,3,0,8
280,GP,M,17,R,LE3,T,1,2,other,other,reputation,yes,no,mother,1,1,0,no,no,no,no,yes,no,2,2,2,3,3,5,8,13,3,no,2,14,10
281,GP,M,17,R,LE3,T,2,1,at_home,other,course,yes,yes,mother,2,1,2,no,no,no,yes,no,yes,3,3,2,2,2,5,0,0,1,yes,3,8,9
282,GP,M,17,U,GT3,T,1,1,other,other,reputation,no,yes,father,1,2,0,no,no,yes,no,yes,no,4,3,3,1,2,4,2,11,0,no,3,0,12
283,GP,M,17,U,GT3,T,1,2,at_home,services,other,no,yes,other,2,2,0,no,no,yes,yes,yes,no,4,4,4,4,5,5,12,8,0,no,4,16,12
284,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,1,3,no,yes,no,no,yes,no,5,4,5,1,2,5,0,0,3,no,5,0,10
285,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,1,3,no,yes,no,no,yes,no,5,4,5,1,2,5,0,0,0,no,4,22,6
286,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,2,1,3,yes,yes,no,yes,no,no,4,5,1,1,1,3,2,10,3,no,5,0,10
287,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,2,1,3,yes,yes,no,yes,no,no,4,5,1,1,1,3,2,10,0,no,4,22,6
288,GP,M,17,U,GT3,T,2,3,other,other,course,yes,yes,father,2,1,0,no,no,no,no,yes,no,5,2,2,1,1,2,4,13,0,no,2,2,13
289,GP,M,17,U,GT3,T,3,1,services,other,other,yes,yes,mother,1,2,0,no,no,yes,yes,yes,yes,5,4,4,3,4,5,2,10,0,no,4,0,14
290,GP,M,17,U,GT3,T,3,2,services,services,course,yes,yes,mother,1,1,3,no,yes,no,yes,yes,no,5,5,5,2,4,5,16,5,3,yes,5,2,7
291,GP,M,17,U,GT3,T,3,3,health,other,home,yes,yes,mother,1,1,0,no,yes,yes,no,yes,no,4,4,3,1,3,5,4,11,0,no,4,0,15
292,GP,M,17,U,GT3,T,3,3,other,other,reputation,no,yes,father,1,2,0,no,no,no,yes,yes,no,4,3,4,1,4,4,4,6,0,no,3,4,10
293,GP,M,17,U,GT3,T,3,3,other,services,reputation,no,yes,mother,1,1,0,no,no,no,yes,yes,no,4,3,5,3,5,5,3,16,0,no,3,0,17
294,GP,M,17,U,GT3,T,3,3,services,services,other,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,4,2,3,4,12,11,0,no,3,6,14
295,GP,M,17,U,GT3,T,4,3,other,other,course,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,5,2,3,1,1,2,4,11,0,yes,2,4,13
296,GP,M,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,1,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,16,0,no,2,4,14
297,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,yes,yes,mother,1,2,0,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,14,9,0,no,5,0,13
298,GP,M,17,U,LE3,A,3,2,teacher,services,home,yes,yes,mother,1,1,1,no,no,no,no,yes,no,4,4,4,3,4,3,19,10,0,no,4,18,13
299,GP,M,17,U,LE3,A,4,1,services,other,home,yes,yes,mother,2,1,0,no,no,yes,yes,yes,yes,4,5,4,2,4,5,30,8,0,no,5,22,10
300,GP,M,17,U,LE3,T,1,1,health,other,course,yes,yes,mother,2,1,1,no,yes,no,yes,yes,no,4,4,4,1,2,5,2,8,1,no,4,0,10
301,GP,M,17,U,LE3,T,2,2,other,other,home,no,yes,father,1,2,0,no,no,yes,yes,yes,yes,4,4,2,5,5,4,4,13,0,no,4,0,16
302,GP,M,17,U,LE3,T,2,3,services,services,reputation,no,yes,father,1,2,0,no,yes,yes,no,yes,no,5,3,3,1,3,3,2,12,0,no,3,0,11
303,GP,M,17,U,LE3,T,4,3,health,other,course,yes,yes,mother,2,2,0,no,no,no,yes,yes,yes,2,5,5,1,4,5,14,12,0,no,5,8,15
304,GP,M,17,U,LE3,T,4,3,teacher,other,course,yes,yes,mother,2,2,0,no,no,yes,yes,yes,no,4,4,4,4,4,4,4,9,0,no,4,0,11
305,GP,M,17,U,LE3,T,4,4,other,teacher,home,yes,yes,father,2,1,0,no,no,yes,no,yes,no,4,1,1,2,2,5,0,10,0,no,1,0,13
306,GP,M,17,U,LE3,T,4,4,services,other,home,yes,yes,mother,1,2,0,no,yes,yes,no,yes,yes,5,3,5,4,5,3,13,13,0,no,3,15,12
307,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,10,0,no,4,0,10
308,GP,M,18,R,GT3,T,3,2,other,other,course,no,no,mother,1,3,0,no,no,no,yes,yes,no,5,3,2,1,1,3,1,12,0,no,3,2,12
309,GP,M,18,R,GT3,T,4,3,teacher,services,course,yes,yes,mother,1,3,0,no,no,no,no,yes,yes,5,3,2,1,2,4,9,16,0,no,3,4,17
310,GP,M,18,R,LE3,A,3,4,other,other,reputation,yes,yes,mother,2,2,0,no,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,0,no,2,6,16
311,GP,M,18,R,LE3,T,3,2,services,other,reputation,yes,yes,mother,2,3,0,no,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,0,no,4,0,15
312,GP,M,18,R,LE3,T,3,3,other,services,course,yes,yes,mother,1,2,1,no,yes,no,no,yes,yes,4,3,3,1,3,5,8,5,0,no,3,8,10
313,GP,M,18,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,2,0,no,no,no,yes,yes,no,5,2,4,1,2,4,8,14,0,no,2,2,16
314,GP,M,18,U,GT3,T,2,1,services,services,other,no,yes,mother,1,1,1,no,no,no,no,no,no,3,2,5,2,5,5,4,8,2,no,2,4,6
315,GP,M,18,U,GT3,T,2,1,services,services,reputation,yes,yes,mother,1,3,0,no,no,yes,yes,yes,no,4,2,4,1,3,2,6,14,0,no,2,0,15
316,GP,M,18,U,GT3,T,2,2,other,other,home,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,3,3,3,5,5,4,0,13,3,yes,3,9,10
317,GP,M,18,U,GT3,T,2,2,other,services,reputation,yes,yes,father,1,2,1,no,no,no,no,no,no,5,5,4,3,5,2,0,0,0,no,5,16,8
318,GP,M,18,U,GT3,T,2,2,services,other,home,yes,yes,mother,1,2,1,no,yes,yes,yes,yes,no,4,4,4,2,4,5,15,8,0,no,4,10,11
319,GP,M,18,U,GT3,T,3,2,services,other,course,yes,yes,mother,2,1,1,no,no,no,no,no,no,4,4,5,2,4,5,0,8,0,no,4,8,7
320,GP,M,18,U,GT3,T,4,2,health,other,reputation,yes,yes,father,1,2,0,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,0,no,4,4,14
321,GP,M,18,U,GT3,T,4,2,teacher,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,11,0,no,3,2,16
322,GP,M,18,U,GT3,T,4,3,teacher,other,course,no,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,3,2,1,1,3,2,8,0,no,3,2,11
323,GP,M,18,U,GT3,T,4,3,teacher,other,course,yes,yes,mother,1,3,0,no,yes,yes,no,yes,yes,5,4,5,2,3,5,0,9,0,no,4,0,14
324,GP,M,18,U,GT3,T,4,4,other,other,course,yes,yes,mother,1,3,0,no,no,no,yes,yes,no,4,3,3,2,2,3,3,11,0,no,3,0,13
325,GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,mother,2,1,0,no,no,yes,yes,yes,no,3,2,4,1,4,3,22,9,0,no,3,0,13
326,GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,mother,2,1,0,no,no,yes,yes,yes,no,3,2,4,1,4,3,22,9,0,no,2,6,12
